=====================
  Training Session  
=====================
Name:		Mohamed Nour El-Din
Session:	Session_2014_05_10_71422
Date:		2014-05-10 20-34-09
Trials:		4
TrialsPerClass:	2
BlankTime:	2
SteadyTime:	1
TrainingTime:	4
Triggers:	3651, 4539, 5427, 6316
ClassesTypes:	1, 1, 2, 2
ClassesNames:	RIGHT, LEFT

RawData:
Count,	F3,	FC5,	AF3,	F7,	T7,	P7,	O1,	O2,	P8,	T8,	F8,	AF4,	FC6,	F4,	Q_F3,	Q_FC5,	Q_AF3,	Q_F7,	Q_T7,	Q_P7,	Q_O1,	Q_O2,	Q_P8,	Q_T8,	Q_F8,	Q_AF4,	Q_FC6,	Q_F4,	GyroX,	GyroY
90,	8109,	7810,	7721,	8385,	8854,	8241,	8501,	8432,	8274,	8298,	8782,	8792,	8623,	8973,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.01,	0.00,	0.01,	0.22,	1696,	1691
91,	8080,	7770,	7714,	8374,	8846,	8226,	8487,	8449,	8298,	8322,	8798,	8804,	8627,	8974,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.01,	0.04,	0.01,	0.22,	1697,	1691
92,	8101,	7797,	7729,	8385,	8853,	8256,	8492,	8418,	8272,	8307,	8792,	8791,	8614,	8933,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.01,	0.04,	0.00,	0.22,	1696,	1689
93,	8098,	7785,	7727,	8378,	8846,	8234,	8488,	8446,	8278,	8306,	8793,	8804,	8617,	8937,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.01,	0.04,	0.00,	0.18,	1697,	1690
94,	8090,	7780,	7726,	8380,	8856,	8245,	8491,	8438,	8296,	8318,	8799,	8796,	8613,	8931,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.04,	0.04,	0.00,	0.18,	1697,	1687
95,	8116,	7806,	7747,	8392,	8853,	8253,	8499,	8413,	8271,	8306,	8789,	8786,	8603,	8958,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.04,	0.04,	0.00,	0.18,	1695,	1687
96,	8090,	7763,	7734,	8374,	8848,	8238,	8490,	8443,	8298,	8321,	8801,	8807,	8611,	8984,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.04,	0.04,	0.03,	0.18,	1697,	1684
97,	8098,	7792,	7738,	8386,	8863,	8265,	8498,	8413,	8277,	8307,	8792,	8799,	8598,	8944,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.04,	0.04,	0.03,	0.21,	1696,	1682
98,	8102,	7801,	7743,	8385,	8849,	8250,	8490,	8418,	8275,	8306,	8789,	8794,	8595,	8917,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.03,	0.04,	0.03,	0.21,	1696,	1681
99,	8092,	7773,	7738,	8372,	8854,	8260,	8486,	8429,	8311,	8335,	8793,	8792,	8605,	8921,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.03,	0.03,	0.03,	0.21,	1694,	1681
100,	8112,	7805,	7754,	8387,	8862,	8278,	8501,	8400,	8276,	8313,	8777,	8786,	8600,	8957,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.03,	0.03,	0.01,	0.21,	1695,	1682
101,	8079,	7779,	7742,	8381,	8850,	8252,	8488,	8429,	8291,	8319,	8795,	8796,	8607,	8986,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.03,	0.03,	0.01,	0.18,	1694,	1683
102,	8092,	7788,	7748,	8390,	8860,	8270,	8492,	8413,	8293,	8322,	8794,	8787,	8596,	8954,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.00,	0.03,	0.01,	0.18,	1695,	1684
103,	8107,	7796,	7754,	8385,	8855,	8264,	8495,	8406,	8281,	8315,	8785,	8792,	8592,	8910,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.00,	0.04,	0.01,	0.18,	1695,	1687
104,	8078,	7766,	7740,	8372,	8850,	8266,	8484,	8419,	8315,	8336,	8791,	8793,	8599,	8889,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.00,	0.04,	0.00,	0.18,	1696,	1689
105,	8106,	7801,	7764,	8397,	8856,	8297,	8497,	8386,	8282,	8314,	8773,	8781,	8585,	8949,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.00,	0.04,	0.00,	0.19,	1695,	1691
106,	8088,	7776,	7751,	8383,	8846,	8266,	8490,	8408,	8290,	8326,	8791,	8798,	8596,	9006,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.03,	0.04,	0.00,	0.19,	1697,	1691
107,	8090,	7782,	7746,	8381,	8863,	8277,	8497,	8409,	8301,	8337,	8789,	8786,	8592,	8948,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.03,	0.01,	0.00,	0.19,	1698,	1690
108,	8113,	7805,	7759,	8392,	8861,	8295,	8504,	8395,	8284,	8317,	8776,	8782,	8583,	8902,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.03,	0.01,	0.00,	0.19,	1699,	1691
109,	8080,	7763,	7741,	8375,	8850,	8291,	8491,	8397,	8319,	8343,	8806,	8794,	8596,	8876,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.03,	0.01,	0.00,	0.22,	1698,	1690
110,	8105,	7803,	7760,	8393,	8863,	8316,	8508,	8363,	8295,	8326,	8779,	8772,	8582,	8925,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.00,	0.01,	0.00,	0.22,	1700,	1690
111,	8099,	7786,	7751,	8381,	8846,	8292,	8493,	8390,	8297,	8326,	8778,	8789,	8592,	9008,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.00,	0.01,	0.00,	0.22,	1701,	1689
112,	8090,	7776,	7742,	8380,	8846,	8324,	8499,	8375,	8303,	8336,	8793,	8795,	8592,	8943,	0.00,	0.03,	0.00,	0.01,	0.01,	0.03,	0.04,	0.01,	0.00,	0.04,	0.00,	0.01,	0.04,	0.22,	1702,	1691
