=====================
  Training Session  
=====================
Name:		Ahmed Hemaly
Session:	Session_2014_05_18_66654
Date:		2014-05-18 18-32-18
Comments:	
Trials:		10
TrialsPerClass:	5
BlankTime:	2
SteadyTime:	1
TrainingTime:	4
Triggers:	10362, 11251, 12139, 13027, 13915, 14804, 15692, 16580, 17469, 18357
ClassesTypes:	1, 1, 1, 1, 2, 1, 2, 2, 2, 2
ClassesNames:	RIGHT, LEFT

RawData:
Count,	F3,	FC5,	AF3,	F7,	T7,	P7,	O1,	O2,	P8,	T8,	F8,	AF4,	FC6,	F4,	Q_F3,	Q_FC5,	Q_AF3,	Q_F7,	Q_T7,	Q_P7,	Q_O1,	Q_O2,	Q_P8,	Q_T8,	Q_F8,	Q_AF4,	Q_FC6,	Q_F4,	GyroX,	GyroY
121,	8099,	7746,	8090,	8231,	8744,	8460,	8487,	8232,	8180,	8238,	8737,	8540,	8306,	8903,	14.58,	14.40,	13.48,	1.76,	0.41,	2.03,	2.28,	12.41,	12.07,	12.30,	14.83,	13.82,	14.65,	13.61,	1699,	1700
122,	8096,	7748,	8100,	8228,	8728,	8458,	8485,	8253,	8196,	8256,	8732,	8547,	8317,	8906,	14.58,	14.40,	13.48,	1.76,	0.41,	2.03,	2.28,	12.41,	12.07,	12.30,	14.83,	13.82,	14.65,	13.61,	1699,	1699
123,	8114,	7753,	8125,	8237,	8742,	8441,	8478,	8254,	8189,	8264,	8749,	8565,	8325,	8912,	14.58,	14.40,	13.48,	1.76,	0.41,	2.03,	2.28,	12.41,	12.07,	12.30,	14.83,	13.84,	14.65,	13.61,	1697,	1701
124,	8130,	7754,	8141,	8246,	8759,	8440,	8483,	8248,	8187,	8274,	8773,	8582,	8342,	8926,	14.58,	14.40,	13.48,	1.76,	0.41,	2.03,	2.28,	12.41,	12.07,	12.30,	14.83,	13.84,	14.68,	13.61,	1699,	1700
125,	8126,	7751,	8138,	8243,	8742,	8457,	8492,	8258,	8198,	8273,	8768,	8594,	8352,	8941,	14.58,	14.40,	13.48,	1.76,	0.41,	2.03,	2.28,	12.41,	12.07,	12.30,	14.83,	13.84,	14.68,	13.57,	1698,	1700
126,	8123,	7749,	8135,	8241,	8738,	8464,	8493,	8257,	8192,	8256,	8755,	8594,	8330,	8940,	14.58,	14.40,	13.48,	1.76,	0.41,	2.03,	2.28,	12.41,	12.07,	12.30,	14.83,	13.84,	14.68,	13.57,	1697,	1700
127,	8130,	7750,	8137,	8242,	8765,	8460,	8490,	8238,	8171,	8248,	8755,	8584,	8314,	8927,	14.58,	14.40,	13.48,	1.76,	0.41,	2.03,	2.28,	12.41,	12.07,	12.30,	14.83,	13.84,	14.68,	13.57,	1697,	1699
0,	8108,	7742,	8117,	8231,	8774,	8455,	8482,	8229,	8181,	8248,	8753,	8588,	8326,	8922,	14.61,	14.40,	13.48,	1.76,	0.41,	2.03,	2.28,	12.41,	12.07,	12.30,	14.83,	13.84,	14.68,	13.57,	1697,	1700
1,	8106,	7731,	8115,	8234,	8766,	8443,	8475,	8227,	8169,	8252,	8755,	8586,	8318,	8920,	14.61,	14.44,	13.48,	1.76,	0.41,	2.03,	2.28,	12.41,	12.07,	12.30,	14.83,	13.84,	14.68,	13.57,	1697,	1701
2,	8104,	7717,	8105,	8204,	8770,	8439,	8462,	8219,	8156,	8250,	8752,	8569,	8313,	8911,	14.61,	14.44,	13.48,	1.76,	0.41,	2.03,	2.28,	12.41,	12.07,	12.30,	14.83,	13.84,	14.68,	13.57,	1697,	1699
3,	8098,	7711,	8102,	8192,	8781,	8440,	8452,	8221,	8163,	8248,	8743,	8559,	8309,	8907,	14.61,	14.44,	13.48,	1.72,	0.41,	2.03,	2.28,	12.41,	12.07,	12.30,	14.83,	13.84,	14.68,	13.57,	1696,	1698
4,	8097,	7726,	8120,	8238,	8800,	8439,	8449,	8228,	8173,	8254,	8730,	8562,	8298,	8906,	14.61,	14.44,	13.48,	1.72,	0.43,	2.03,	2.28,	12.41,	12.07,	12.30,	14.83,	13.84,	14.68,	13.57,	1697,	1695
5,	8102,	7745,	8132,	8282,	8810,	8444,	8444,	8216,	8159,	8242,	8698,	8561,	8284,	8896,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.28,	12.41,	12.07,	12.30,	14.83,	13.84,	14.68,	13.57,	1695,	1695
6,	8108,	7745,	8134,	8286,	8799,	8448,	8445,	8207,	8143,	8211,	8652,	8549,	8261,	8893,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.41,	12.07,	12.30,	14.83,	13.84,	14.68,	13.57,	1697,	1696
7,	8114,	7739,	8141,	8288,	8801,	8436,	8452,	8214,	8145,	8197,	8630,	8541,	8244,	8902,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.07,	12.30,	14.83,	13.84,	14.68,	13.57,	1696,	1698
8,	8109,	7744,	8142,	8304,	8817,	8419,	8439,	8202,	8129,	8193,	8636,	8538,	8244,	8900,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.30,	14.83,	13.84,	14.68,	13.57,	1697,	1701
9,	8102,	7753,	8146,	8312,	8809,	8418,	8427,	8179,	8105,	8189,	8649,	8548,	8252,	8891,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.31,	14.83,	13.84,	14.68,	13.57,	1698,	1700
10,	8105,	7749,	8153,	8309,	8804,	8428,	8444,	8194,	8122,	8206,	8664,	8568,	8266,	8905,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.31,	14.81,	13.84,	14.68,	13.57,	1697,	1698
11,	8101,	7732,	8135,	8292,	8825,	8432,	8457,	8225,	8144,	8225,	8664,	8568,	8272,	8917,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.31,	14.81,	13.82,	14.68,	13.57,	1698,	1695
12,	8094,	7723,	8114,	8282,	8837,	8426,	8445,	8234,	8139,	8217,	8651,	8552,	8266,	8906,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.31,	14.81,	13.82,	14.65,	13.57,	1698,	1695
13,	8098,	7725,	8115,	8290,	8836,	8430,	8446,	8237,	8148,	8210,	8655,	8552,	8272,	8899,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.31,	14.81,	13.82,	14.65,	13.60,	1699,	1695
14,	8100,	7732,	8125,	8290,	8834,	8441,	8464,	8245,	8170,	8236,	8675,	8571,	8288,	8920,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.31,	14.81,	13.82,	14.65,	13.60,	1699,	1697
15,	8105,	7740,	8132,	8290,	8843,	8444,	8464,	8246,	8163,	8253,	8681,	8580,	8291,	8935,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.31,	14.81,	13.81,	14.65,	13.60,	1699,	1695
16,	8113,	7734,	8129,	8291,	8850,	8442,	8463,	8251,	8156,	8235,	8670,	8575,	8285,	8932,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.31,	14.81,	13.81,	14.65,	13.60,	1699,	1695
17,	8111,	7730,	8128,	8280,	8829,	8452,	8481,	8266,	8171,	8232,	8674,	8585,	8291,	8930,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.31,	14.81,	13.81,	14.65,	13.60,	1699,	1695
18,	8116,	7743,	8141,	8285,	8817,	8457,	8487,	8266,	8174,	8253,	8702,	8607,	8311,	8943,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.31,	14.81,	13.81,	14.65,	13.60,	1700,	1696
19,	8134,	7759,	8154,	8313,	8863,	8448,	8475,	8260,	8176,	8259,	8710,	8618,	8326,	8955,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.31,	14.81,	13.81,	14.65,	13.60,	1700,	1695
20,	8142,	7766,	8163,	8325,	8914,	8460,	8479,	8264,	8186,	8266,	8696,	8620,	8316,	8949,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.31,	14.81,	13.81,	14.65,	13.60,	1701,	1696
21,	8135,	7774,	8174,	8324,	8922,	8484,	8485,	8256,	8181,	8285,	8695,	8630,	8312,	8948,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.31,	14.81,	13.81,	14.65,	13.60,	1701,	1695
22,	8134,	7778,	8174,	8327,	8915,	8481,	8470,	8241,	8176,	8293,	8710,	8639,	8332,	8965,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.31,	14.81,	13.81,	14.65,	13.60,	1701,	1695
23,	8136,	7771,	8157,	8318,	8912,	8469,	8461,	8234,	8170,	8270,	8701,	8627,	8335,	8965,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.31,	14.81,	13.81,	14.65,	13.60,	1702,	1693
24,	8120,	7749,	8147,	8302,	8902,	8470,	8466,	8222,	8148,	8222,	8668,	8605,	8297,	8934,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.31,	14.81,	13.81,	14.65,	13.60,	1701,	1693
25,	8086,	7722,	8128,	8273,	8886,	8483,	8470,	8219,	8136,	8193,	8636,	8582,	8256,	8906,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.31,	14.81,	13.81,	14.65,	13.60,	1704,	1694
26,	8070,	7707,	8101,	8226,	8870,	8492,	8474,	8244,	8157,	8211,	8607,	8564,	8240,	8901,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.31,	14.81,	13.81,	14.65,	13.60,	1703,	1693
27,	8089,	7712,	8109,	8234,	8864,	8482,	8475,	8268,	8185,	8247,	8618,	8581,	8257,	8921,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.31,	14.81,	13.81,	14.65,	13.60,	1704,	1694
28,	8104,	7729,	8148,	8287,	8848,	8453,	8456,	8269,	8191,	8264,	8668,	8624,	8293,	8949,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.31,	14.81,	13.81,	14.65,	13.60,	1705,	1693
29,	8107,	7743,	8176,	8293,	8827,	8437,	8435,	8262,	8182,	8263,	8693,	8651,	8311,	8955,	14.61,	14.44,	13.48,	1.72,	0.43,	2.01,	2.27,	12.39,	12.31,	12.31,	14.81,	13.81,	14.65,	13.60,	1705,	1695
